7799	2	50000	446	24.981	0.056012	
20182	2	50000	184	11.093	0.060287	
3623	2	50000	259	19.579	0.075596	
4243	2	50000	259	19.579	0.075596	
13315	2	50000	258	19.568	0.075845	
20183	2	50000	258	19.568	0.075845	
12858	2	50000	224	17.595	0.078551	
12882	2	50000	224	17.595	0.078551	
19161	2	50000	224	17.595	0.078551	
19163	2	50000	224	17.595	0.078551	
4631	2	50000	224	19.154	0.085510	
4675	2	50000	224	19.154	0.085510	
13314	2	50000	184	17.023	0.092519	
4231	2	50000	184	20.146	0.10949	
3611	2	50000	184	25.060	0.13620	
